dataset group name,Dataset Name,Host,Guest,Ex _G_(kcal/mol),Ex _G_SEM,EX _H_(kcal/mol),EX _H_SEM,pb_guest_Etot,pb_guest_VDWAALS,pb_guest_EELEC,pb_guest_EPB,pb_guest_ECAVITY,pb_host_Etot,pb_host_VDWAALS,pb_host_EELEC,pb_host_EPB,pb_host_ECAVITY,pb_complex_Etot,pb_complex_VDWAALS,pb_complex_EELEC,pb_complex_EPB,pb_complex_ECAVITY,gb_Complex_Etot,gb_Complex_1-4EEL,gb_Complex_EELEC,gb_Complex_EGB,gb_Complex_ESURF,gb_guest_Etot,gb_guest_1-4EEL,gb_guest_EELEC,gb_guest_EGB,gb_guest_ESURF,gb_host_Etot,gb_host_1-4EEL,gb_host_EELEC,gb_host_EGB,gb_host_ESURF,gb_delta_H,pb_delta_H,EX _delta_H_(kcal/mol)
pdbbind,refined,1fkh,guest-ligand,-1.258810756,NA,NA,NA,-82.79,-9.411,-60.54,-16.66,3.8145,-9758.199,-913.6762,-7740.183,-1135,31.001,-9873.893,-970.5297,-7816.473,-1117,30.6,-4185.912,4733,-7816.473,-1133,30.6,50.64,123.68,-60.54,-16.32,3.8145,-4249.67,4609.31,-7740.18,-1149.79,31,-34.3245,-32.904,
pdbbind,refined,1fki,guest-ligand,-1.167546089,NA,NA,NA,-101.3,-10.94,-74.8,-18.95,3.3608,-19473.98,-1868.873,-15556.79,-2106,57.613,-19609.957,-1928.0025,-15648.38,-2091,57.178,-8369.416,9336.5,-15648.38,-2115,57.178,26.512,117.84,-74.8,-19.89,3.3608,-8409.47,9218.66,-15556.8,-2128.95,57.61,-34.6475,-34.677,
pdbbind,refined,1fkn,guest-ligand,-1.304851033,NA,NA,NA,-994,-25.64,-659.3,-315.4,6.3935,21306.747,51805.855,-26114.83,-4463,79.06,20312.628,51685.699,-26674.79,-4776,77.537,-14232.85,17160,-26674.79,-4796,77.537,-282.6,688.37,-659.3,-318,6.3935,-14037.4,16472.1,-26114.8,-4473.71,79.06,-7.366,-0.119,
pdbbind,refined,1fkw,guest-ligand,-0.971632946,NA,NA,NA,-91.62,-2.99,-52.32,-38.48,2.1676,-33117.83,-3526.686,-25873.86,-3785,67.647,-33054.478,-3566.9933,-25957.29,-3597,67.013,-13417.18,16195,-25957.29,-3721,67.013,-74.63,11.776,-52.32,-36.26,2.1676,-13531.4,16182.8,-25873.9,-3908.01,67.65,151.5327,154.972,
pdbbind,refined,1fl3,guest-ligand,-1.150153567,NA,NA,NA,-59.52,-1.024,33.032,-94.62,3.0896,-32735.03,-298.6163,-28348.74,-4184,96.313,-32802.693,-347.4358,-28463.69,-4087,95.296,-14181.48,18225,-28463.69,-4038,95.296,-145.9,-86.15,33.032,-95.83,3.0896,-14071,18310.8,-28348.7,-4129.37,96.31,-12.3755,-8.143,
pdbbind,refined,1flr,guest-ligand,-1.381551056,NA,NA,NA,-28.03,-4.639,60.28,-86.36,2.6829,-34224.61,224.6917,-30709.93,-3836,96.954,-34284.698,176.039,-30794.99,-3762,95.807,-15679.94,18759,-30794.99,-3740,95.807,-184.7,-160.3,60.28,-87.36,2.6829,-15508.9,18919.6,-30709.9,-3815.53,96.95,-30.3537,-32.058,
pdbbind,refined,1fm9,guest-ligand,-1.318334746,NA,NA,NA,-144.9,-4.161,-53.82,-91.49,4.525,-48156.42,-4959.591,-37404.98,-5910,118.32,-48355.93,-5048.0533,-37465.42,-5959,116.44,-19948.44,23425,-37465.42,-6025,116.44,-84.59,56.487,-53.82,-91.78,4.525,-19889.6,23368.8,-37405,-5971.77,118.3,-58.5513,-54.61,
pdbbind,refined,1fpc,guest-ligand,-1.167546089,NA,NA,NA,-97.58,-12.1,-3.726,-85.7,3.951,-18341.49,878.2854,-15694.44,-3584,59.149,-18464.313,818.1742,-15775.47,-3566,58.822,-10068.31,9258.1,-15775.47,-3610,58.822,-227.3,-141.2,-3.726,-86.3,3.951,-9865.64,9399.32,-15694.4,-3629.67,59.15,-23.3812,-25.243,
pdbbind,refined,1fq5,guest-ligand,-1.276939024,NA,NA,NA,-309.9,-22.92,-228.6,-64.31,5.9443,-28568.92,-1233.029,-20736.81,-6672,72.674,-28853.588,-1350.1169,-21036.53,-6537,70.514,-10574.41,17042,-21036.53,-6650,70.514,-169.3,113.72,-228.6,-60.34,5.9443,-10471.4,16928.1,-20736.8,-6735.37,72.67,-27.8779,25.232,
pdbbind,refined,1ftm,guest-ligand,-1.217677903,NA,NA,NA,-270.9,-3.719,-211.6,-57.45,1.8553,-23763.89,-1649.557,-18791.37,-3386,63.063,-24070.874,-1696.1649,-19139.08,-3298,62.601,-9384.213,13038,-19139.08,-3346,62.601,-56.1,214.81,-211.6,-61.17,1.8553,-9334.79,12823.5,-18791.4,-3429.96,63.06,-36.2119,-36.084,
pdbbind,refined,1fv0,guest-ligand,-1.068014528,NA,NA,NA,-131.9,1.0278,-53.71,-81.92,2.6579,-5853.971,4559.404,-8867.765,-1582,36.648,-5978.0819,4514.2352,-8974.858,-1553,35.49,-4419.078,6095.1,-8974.858,-1575,35.49,-72.4,61.382,-53.71,-82.73,2.6579,-4394.03,6033.74,-8867.77,-1596.66,36.65,1.1554,7.7891,
pdbbind,refined,1fzj,guest-ligand,-1.255118437,NA,NA,NA,-857,-30.76,-627.1,-206,6.8763,-31512.28,-1057.861,-25961.65,-4590,96.977,-32412.079,-1184.155,-26793.15,-4530,94.824,-15950.75,15327,-26793.15,-4580,94.824,-282.1,541.65,-627.1,-203.5,6.8763,-15703.1,14785.5,-25961.6,-4623.87,96.98,-61.084,-42.799,
pdbbind,refined,1fzk,guest-ligand,-1.276939024,NA,NA,NA,-862.6,-28.24,-634.4,-206.8,6.7981,-33929.58,-3512.517,-25895.98,-4620,98.64,-34766.766,-3636.6918,-26736.83,-4490,96.416,-15890.09,15288,-26736.83,-4538,96.416,-325.9,508.48,-634.4,-206.9,6.7981,-15673.7,14779.8,-25896,-4656.21,98.64,13.5752,25.414,
pdbbind,refined,1fzm,guest-ligand,-1.224732197,NA,NA,NA,-700.8,-29.44,-560,-118.5,7.1954,-33703.74,-3502.601,-25784.39,-4515,98.407,-34449.433,-3644.447,-26514.25,-4386,95.572,-16209.47,14642,-26514.25,-4433,95.572,-370.5,294.27,-560,-111.9,7.1954,-15885.2,14348,-25784.4,-4547.17,98.41,-66.176,-44.893,
pdbbind,refined,1fzo,guest-ligand,-1.239357681,NA,NA,NA,-982.5,-28.4,-786.4,-174.4,6.733,-31284.93,-1049.895,-25861.84,-4469,96.104,-32241.829,-1141.3788,-26796.56,-4398,93.938,-15963.46,15183,-26796.56,-4444,93.938,-160.1,793.01,-786.4,-173.4,6.733,-15882.4,14390.2,-25861.8,-4506.83,96.1,15.9562,25.601,
pdbbind,refined,1fzq,guest-ligand,-1.218465822,NA,NA,NA,393.93,-5.993,499.04,-102.2,3.0283,-16088.84,-1571.903,-11802.83,-2761,47.116,-15674.339,-1620.0379,-11357.13,-2744,46.806,-8223.185,5858.1,-11357.13,-2771,46.806,-742.7,-1144,499.04,-100.6,3.0283,-7541.98,7002.27,-11802.8,-2788.54,47.12,19.3531,20.571,
pdbbind,refined,1g1d,guest-ligand,-1.346973588,NA,NA,NA,-81.25,-1.628,-47.77,-34.53,2.6838,-24635.55,-2503.678,-19412.26,-2779,59.745,-24701.8,-2537.1504,-19471.46,-2753,59.423,-9335.302,12872,-19471.46,-2796,59.423,-179.3,-98.03,-47.77,-36.14,2.6838,-9204.15,12970.3,-19412.3,-2821.93,59.74,16.3036,15,
pdbbind,refined,1g2k,guest-ligand,-1.2446574,NA,NA,NA,-241.1,-12.39,-185.7,-47.75,4.6798,-17472.67,-1733.689,-13812.94,-1976,50.215,-17695.642,-1831.1974,-14045.74,-1867,48.267,-7159.985,8725.4,-14045.74,-1888,48.267,-163.1,61.913,-185.7,-44.05,4.6798,-7099.78,8663.46,-13812.9,-2000.51,50.22,17.7766,18.128,
pdbbind,refined,1g2l,guest-ligand,-1.187772724,NA,NA,NA,-17.7,-10.45,70.318,-81.82,4.2555,-19965.12,3821.9907,-19940.55,-3918,71.688,-20032.962,3746.0725,-19942.82,-3907,71.063,-12197.1,11627,-19942.82,-3952,71.063,-94.81,-87.94,70.318,-81.44,4.2555,-12116.4,11714.4,-19940.5,-3962,71.69,-51.3582,-50.142,
pdbbind,refined,1g2o,guest-ligand,-1.413675516,NA,NA,NA,-176.3,-4.119,-84.1,-90.37,2.2496,-64886.58,-7427.91,-48710.3,-8873,125.07,-65071.361,-7479.3975,-49172.78,-8544,124.43,-28184.29,29458,-49172.78,-8594,124.43,-136.5,34.719,-84.1,-89.39,2.2496,-28065.2,29423.1,-48710.3,-8903.06,125.1,-29.9585,-8.481,
pdbbind,refined,1g30,guest-ligand,-1.154549191,NA,NA,NA,-23.51,-4.882,55.71,-78.91,4.5705,-18683.9,890.8484,-16172.63,-3460,57.821,-18754.494,832.7943,-16192.02,-3454,58.234,-10050.23,9586.4,-16192.02,-3503,58.234,-95.28,-76.63,55.71,-78.93,4.5705,-9961.3,9663.07,-16172.6,-3509.57,57.82,-46.8221,-47.084,
pdbbind,refined,1g32,guest-ligand,-1.085956064,NA,NA,NA,-41.2,-5.522,35.967,-75.41,3.7709,-18685.41,891.7459,-16171.34,-3464,57.768,-18767.763,836.8947,-16219.45,-3443,57.48,-10089.79,9567.7,-16219.45,-3496,57.48,-127.4,-92.21,35.967,-74.94,3.7709,-9970.73,9659.9,-16171.3,-3517.06,57.77,-40.9892,-41.153,
pdbbind,refined,1g35,guest-ligand,-1.258074108,NA,NA,NA,-267.8,-11.06,-211.3,-50.34,4.9015,-17458.72,-1736.983,-13824.09,-1948,50.463,-17720.802,-1829.7832,-14097.51,-1842,48.412,-7158.118,8752.5,-14097.51,-1861,48.412,-152.9,99.728,-211.3,-46.24,4.9015,-7093.95,8652.74,-13824.1,-1973.06,50.46,6.9918,5.718,
pdbbind,refined,1g36,guest-ligand,-1.181943393,NA,NA,NA,-33.75,-5.225,41.097,-73.39,3.7652,-14778.46,2929.2721,-15671.18,-2082,45.876,-14845.463,2873.4105,-15636.15,-2128,45.478,-6697.292,11016,-15636.15,-2123,45.478,-128.3,-100.2,41.097,-72.91,3.7652,-6585.91,11116.2,-15671.2,-2076.85,45.88,-33.7186,-33.253,
pdbbind,refined,1g3d,guest-ligand,-1.028278757,NA,NA,NA,-88.61,-0.639,-35.16,-55.15,2.3444,-14667.2,2960.9748,-15645.74,-2030,47.538,-14757.926,2930.9392,-15712.01,-2024,47.34,-6447.877,11226,-15712.01,-2009,47.34,-179.8,-90.84,-35.16,-56.12,2.3444,-6292.87,11316.8,-15645.7,-2011.47,47.54,-4.6036,-2.116,
pdbbind,refined,1g3e,guest-ligand,-1.009613025,NA,NA,NA,-35.91,-1.336,34.232,-71.19,2.3782,-14654.41,2950.2505,-15629.66,-2022,47.212,-14718.656,2915.9028,-15640.2,-2041,46.856,-6384.692,11241,-15640.2,-2032,46.856,-111.2,-76.33,34.232,-71.45,2.3782,-6276.68,11317.1,-15629.7,-2011.33,47.21,-29.8237,-28.336,
pdbbind,refined,1g45,guest-ligand,-1.29384155,NA,NA,NA,-81.63,-1.71,-48.26,-34.34,2.6774,-24604.91,-2493.333,-19480.14,-2691,59.463,-24674.719,-2525.5442,-19541.8,-2667,59.214,-9397.231,12800,-19541.8,-2715,59.214,-179.2,-98.42,-48.26,-35.22,2.6774,-9261.4,12898.5,-19480.1,-2739.27,59.46,12.8678,11.821,
pdbbind,refined,1g46,guest-ligand,-1.304851033,NA,NA,NA,-88.47,-1.813,-54.54,-34.85,2.729,-24626.39,-2499.58,-19572.98,-2613,59.308,-24703.505,-2532.1709,-19642.26,-2588,59.15,-9347.57,12866,-19642.26,-2630,59.15,-172.9,-84.83,-54.54,-36.24,2.729,-9217.82,12950.8,-19573,-2654.95,59.31,12.3721,11.355,
pdbbind,refined,1g48,guest-ligand,-1.277652884,NA,NA,NA,-117.7,-1.073,-35.92,-83.41,2.7035,-24616.36,-2490.279,-19498.5,-2687,59.349,-24682.529,-2521.7568,-19483.34,-2737,59.093,-9338.154,12879,-19483.34,-2793,59.093,-182.5,-63.81,-35.92,-85.51,2.7035,-9229.74,12942.5,-19498.5,-2733.11,59.35,43.6812,51.531,
pdbbind,refined,1g4j,guest-ligand,-1.297993815,NA,NA,NA,-71.87,-1.264,-40.15,-33.28,2.8192,-24630.24,-2495.444,-19503.05,-2692,59.853,-24690.078,-2526.8698,-19559.99,-2663,59.763,-9382.826,12829,-19559.99,-2711,59.763,-176.6,-104.2,-40.15,-35.02,2.8192,-9250.26,12933,-19503,-2740.05,59.85,13.8722,12.032,
pdbbind,refined,1g4o,guest-ligand,-1.26612792,NA,NA,NA,-88.45,-1.592,-55.61,-33.91,2.6629,-24549.8,-2474.413,-19442.16,-2693,60.24,-24621.542,-2505.4313,-19507.94,-2668,60.013,-9314.309,12841,-19507.94,-2707,60.013,-174.7,-86.58,-55.61,-35.19,2.6629,-9187.38,12927.7,-19442.2,-2733.11,60.24,18.3447,16.708,
pdbbind,refined,1g52,guest-ligand,-1.353296091,NA,NA,NA,-87.37,-1.701,-52.07,-36.32,2.7179,-24631.92,-2507.256,-19526.55,-2657,58.985,-24703.502,-2540.3987,-19589.56,-2632,58.669,-9355.715,12852,-19589.56,-2677,58.669,-171.5,-84.44,-52.07,-37.73,2.7179,-9232.17,12936.4,-19526.5,-2700.99,58.99,16.5133,15.788,
pdbbind,refined,1g53,guest-ligand,-1.320995505,NA,NA,NA,-61.89,-1.51,-29.68,-33.47,2.765,-24662.32,-2509.195,-19448.16,-2764,59.33,-24710.448,-2541.9989,-19490.28,-2737,59.003,-9356.395,12855,-19490.28,-2780,59.003,-187.9,-126,-29.68,-34.96,2.765,-9214.68,12981.3,-19448.2,-2807.16,59.33,14.8911,13.762,
pdbbind,refined,1g54,guest-ligand,-1.306213122,NA,NA,NA,-71.02,-1.713,-38.63,-33.53,2.8578,-24615.63,-2498.696,-19576.22,-2600,59.108,-24673.855,-2533.485,-19627.18,-2572,58.901,-9338.931,12852,-19627.18,-2623,58.901,-175.1,-104.2,-38.63,-35.16,2.8578,-9211.04,12956.5,-19576.2,-2650.39,59.11,14.133,12.795,
pdbbind,refined,1g74,guest-ligand,-1.124924626,NA,NA,NA,-87.85,-4.857,-6.433,-79.57,3.012,-12318.63,-1110.886,-9480.805,-1762,35.204,-12405.581,-1156.1998,-9583.79,-1700,34.205,-5421.159,5860.8,-9583.79,-1732,34.205,-80.31,4.8427,-6.433,-81.73,3.012,-5390.61,5855.98,-9480.81,-1800.99,35.2,9.3042,0.899,
pdbbind,refined,1g7f,guest-ligand,-1.01956717,NA,NA,NA,-296.7,-10.92,83.125,-373.2,4.3571,-27928.64,-2947.932,-20607.62,-4440,67.409,-28279.607,-3006.8722,-20964.66,-4375,66.976,-12669.91,12656,-20964.66,-4429,66.976,-312.4,-21.17,83.125,-378.7,4.3571,-12371,12677.6,-20607.6,-4508.38,67.41,-34.5302,-54.267,
pdbbind,refined,1g7g,guest-ligand,-1.132241789,NA,NA,NA,-505.3,-11.52,-114,-384.7,4.8852,-28061.56,-2982.07,-20798.07,-4348,66.356,-28588.678,-3051.4214,-21303.08,-4300,66.02,-12620.13,12972,-21303.08,-4355,66.02,-270.6,227.65,-114,-389.1,4.8852,-12404.1,12744.6,-20798.1,-4416.98,66.36,-3.2614,-21.818,
pdbbind,refined,1g7q,guest-ligand,-1.08102588,NA,NA,NA,-873.8,-20.04,-631.3,-228.5,6.0761,-31535.55,-1077.301,-26121.05,-4432,94.802,-32392.093,-1173.5352,-26905.92,-4405,92.795,-16084.32,15193,-26905.92,-4464,92.795,-237.8,617.27,-631.3,-229.9,6.0761,-15920.5,14575.3,-26121,-4469.53,94.8,-2.2142,17.257,
pdbbind,refined,1g7v,guest-ligand,-1.113778794,NA,NA,NA,-402.8,-4.509,-255.6,-145.7,2.9699,-25218.97,-2008.11,-20277.82,-2999,66.114,-25572.97,-2041.8353,-20587.41,-3009,64.866,-9740.705,13831,-20587.41,-3049,64.866,-309,91.615,-255.6,-148,2.9699,-9517.19,13739.1,-20277.8,-3044.6,66.11,56.2687,48.8,
pdbbind,refined,1g85,guest-ligand,-1.020663061,NA,NA,NA,-4.842,-1.534,1.9707,-7.157,1.8783,-31570.44,-2898.711,-22210.48,-6544,82.518,-31589.208,-2927.8704,-22207.64,-6536,81.853,-13865.32,14870,-22207.64,-6610,81.853,-11.16,-8.852,1.9707,-6.161,1.8783,-13865,14879,-22210.5,-6616.12,82.52,-16.7854,-13.926,
pdbbind,refined,1g98,guest-ligand,-1.044279705,NA,NA,NA,-202.7,-1.59,-74.53,-128.6,1.9762,-102221.5,-11503.06,-82077.77,-8818,177.67,-102377.22,-11525.33,-82279.92,-8749,177.09,-40814.69,50202,-82279.92,-8914,177.09,-241.4,-42.13,-74.53,-126.7,1.9762,-40635.8,50244.5,-82077.8,-8980.21,177.7,41.83,46.98,
pdbbind,refined,1g9r,guest-ligand,-1.044279705,NA,NA,NA,39.206,-8.394,135.78,-91.65,3.4746,-24470.66,-2555.509,-18674.48,-3303,62.159,-24413.815,-2638.7155,-18630.94,-3205,60.987,-11500.12,10285,-18630.94,-3215,60.987,-457.6,-512.6,135.78,-84.29,3.4746,-11122.5,10797.5,-18674.5,-3307.75,62.16,5.1675,17.639,
pdbbind,refined,1gaf,guest-ligand,-1.247664925,NA,NA,NA,-61.97,-2.524,40.093,-102.1,2.5996,-34633.95,259.0706,-31156.13,-3836,99.393,-34723.123,217.5438,-31274.07,-3765,98.781,-14729.95,20221,-31274.07,-3776,98.781,-248.8,-187.7,40.093,-103.8,2.5996,-14487.9,20408.7,-31156.1,-3839.82,99.39,-32.2528,-27.203,
pdbbind,refined,1gai,guest-ligand,-1.247664925,NA,NA,NA,-483.3,-16.29,-335.9,-135.3,4.2198,-38974.48,-2350.137,-27944.18,-8759,78.513,-39494.971,-2429.1518,-28822.05,-8322,78.271,-15810.64,21280,-28822.05,-8347,78.271,35.765,485.59,-335.9,-118.1,4.2198,-15854.4,20794.5,-27944.2,-8783.25,78.51,-54.7298,-37.191,
pdbbind,refined,1gar,guest-ligand,-1.381551056,NA,NA,NA,110.03,-9.051,220.33,-106.7,5.4291,431741.31,463095.18,-26668.34,-4775,89.522,431825.06,463015.98,-26544.35,-4735,88.446,-15379.78,15856,-26544.35,-4780,88.446,-676.8,-792.6,220.33,-109.9,5.4291,-14743.1,16648.3,-26668.3,-4812.61,89.52,-30.029,-26.28,
pdbbind,refined,1gcz,guest-ligand,-0.981063396,NA,NA,NA,87.348,-1.425,110.33,-23.73,2.1734,-30240.47,-3373.031,-24165.94,-2772,70.711,-30156.124,-3411.8573,-24088,-2727,70.319,-12806.17,13953,-24088,-2741,70.319,-129.4,-218.8,110.33,-23.1,2.1734,-12713,14171.6,-24165.9,-2789.39,70.71,-1.1713,-3.002,
pdbbind,refined,1gfy,guest-ligand,-0.975186757,NA,NA,NA,-30.9,0.1601,-6.47,-26.83,2.2347,-27965.79,-2933.2,-21094.56,-4004,65.885,-27952.866,-2965.499,-21129.81,-3923,65.386,-12265.24,12814,-21129.81,-4014,65.386,8.6289,40.758,-6.47,-27.89,2.2347,-12344.1,12772.9,-21094.6,-4088.31,65.88,37.772,43.824,
pdbbind,refined,1ghv,guest-ligand,-0.882105507,NA,NA,NA,-10.07,-0.89,11.761,-23.36,2.4177,-18385.48,945.8673,-15886.98,-3505,60.727,-18406.102,915.4234,-15911.92,-3470,60.494,-10213.33,9149.2,-15911.92,-3511,60.494,-107.3,-98.27,11.761,-23.23,2.4177,-10121.3,9247.46,-15887,-3542.5,60.73,-14.2839,-10.552,
pdbbind,refined,1ghw,guest-ligand,-0.861050715,NA,NA,NA,23.39,-0.136,185.5,-164.4,2.448,-18395.01,921.848,-15922.88,-3455,60.64,-18389.546,890.9314,-15835.03,-3506,60.367,-10289.06,9037.5,-15835.03,-3552,60.367,-156.3,-179.2,185.5,-165.1,2.448,-10144.9,9216.63,-15922.9,-3499.31,60.64,-18.6406,-17.926,
pdbbind,refined,1ghy,guest-ligand,-1.255118437,NA,NA,NA,21.641,-2.055,111.36,-90.09,2.4341,-18333.53,1003.7085,-15914.17,-3484,60.889,-18321.021,969.1504,-15880.66,-3470,60.404,-10325.75,9011.3,-15880.66,-3517,60.404,-197.7,-220.7,111.36,-90.82,2.4341,-10152.9,9231.99,-15914.2,-3531.62,60.89,-7.6531,-9.132,
pdbbind,refined,1ghz,guest-ligand,-0.941169551,NA,NA,NA,36.323,-1.3,200.71,-165.5,2.4108,-14849.29,2934.4411,-15685.3,-2145,46.399,-14828.341,2900.1187,-15354.67,-2420,46.174,-6793.32,10933,-15354.67,-2418,46.174,-219.3,-255.5,200.71,-166.9,2.4108,-6589.93,11188.8,-15685.3,-2139.82,46.4,-17.1124,-15.374,
pdbbind,refined,1gi1,guest-ligand,-1.01956717,NA,NA,NA,23.085,-0.566,185.3,-164.1,2.4458,-14686.72,2965.5854,-15690.83,-2008,46.869,-14687.504,2931.2355,-15533.61,-2132,46.6,-6447.86,11158,-15533.61,-2119,46.6,-155.7,-179,185.3,-164.4,2.4458,-6300.55,11336.9,-15690.8,-1993.49,46.87,-25.3939,-23.869,
pdbbind,refined,1gi4,guest-ligand,-1.183614703,NA,NA,NA,31.589,-0.595,99.703,-69.94,2.4242,-14663.1,2976.2035,-15670.39,-2015,46.335,-14652.066,2941.3478,-15600.76,-2039,46.224,-6396.056,11182,-15600.76,-2024,46.224,-125.5,-158.6,99.703,-68.99,2.4242,-6283.85,11340.6,-15670.4,-2000.39,46.33,-20.9667,-20.555,
pdbbind,refined,1gi7,guest-ligand,-0.903778292,NA,NA,NA,37.478,-0.946,202.6,-166.6,2.3953,35041.951,52644.114,-15429.64,-2224,51.582,35061.727,52608.653,-15208.02,-2390,51.295,-8285.526,9263.2,-15208.02,-2392,51.295,-218.7,-255.9,202.6,-167.8,2.3953,-8079.4,9519.2,-15429.6,-2220.54,51.58,-21.941,-17.702,
pdbbind,refined,1gj6,guest-ligand,-1.167546089,NA,NA,NA,9.5215,0.1708,64.61,-58.37,3.1121,-14686.32,2991.4715,-15666.83,-2058,46.989,-14712.5,2943.6015,-15637.06,-2066,46.539,-6424.055,11221,-15637.06,-2054,46.539,-122.8,-133,64.61,-57.53,3.1121,-6311.61,11353.6,-15666.8,-2045.34,46.99,-37.6858,-35.7015,
pdbbind,refined,1gj7,guest-ligand,-1.239357681,NA,NA,NA,9.5128,-0.078,66.08,-59.61,3.1214,-15772.14,2047.9157,-15575.29,-2297,51.759,-15791.738,2003.0406,-15557.84,-2288,51.334,-8246.32,9560.3,-15557.84,-2300,51.334,-122.6,-133,66.08,-58.73,3.1214,-8137.65,9693.28,-15575.3,-2307.39,51.76,-30.8671,-29.1108,
pdbbind,refined,1gj8,guest-ligand,-1.164107685,NA,NA,NA,-0.996,-0.123,151.25,-155.3,3.1478,-16282.19,2666.2867,-16583.37,-2420,55.259,-16295.575,2625.42,-16477.72,-2498,54.911,-8797.31,10133,-16477.72,-2507,54.911,-152.3,-151.4,151.25,-155.3,3.1478,-8673.87,10284,-16583.4,-2429.76,55.26,-11.8837,-12.389,
pdbbind,refined,1gja,guest-ligand,-1.014057489,NA,NA,NA,97.707,1.5969,162.99,-69.32,2.4375,-16326.44,2648.3135,-16568.13,-2462,55.188,-16253.577,2616.1727,-16473.68,-2451,54.696,-8845.897,10035,-16473.68,-2462,54.696,-166.9,-263.5,162.99,-68.87,2.4375,-8685.28,10298.5,-16568.1,-2470.89,55.19,-27.4547,-24.844,
pdbbind,refined,1gjc,guest-ligand,-1.109072888,NA,NA,NA,16.581,-0.5,81.699,-67.66,3.0451,-15731.83,2078.8851,-15606.79,-2256,51.747,-15723.808,2038.2421,-15550.16,-2263,51.408,-8203.256,9561.5,-15550.16,-2266,51.408,-123.3,-141.5,81.699,-66.5,3.0451,-8110.56,9703.07,-15606.8,-2258.58,51.75,-9.539,-8.559,
pdbbind,refined,1gjd,guest-ligand,-0.991498441,NA,NA,NA,91.234,1.0907,149.65,-62.31,2.8012,-16298.81,2719.5788,-16627.59,-2446,54.818,-16234.971,2677.5635,-16525.9,-2441,54.468,-8862.937,10061,-16525.9,-2453,54.468,-177.2,-268.1,149.65,-61.52,2.8012,-8697.87,10329.3,-16627.6,-2454.42,54.82,-30.973,-27.395,
pdbbind,refined,1gnm,guest-ligand,-1.099548878,NA,NA,NA,-246.5,-14.43,-125.7,-111.4,5.0401,-17621.19,-1708.03,-13886.91,-2076,49.511,-17815.822,-1792.5646,-14114.2,-1957,47.852,-7312.512,8747.8,-14114.2,-1994,47.852,-286.9,-54.92,-125.7,-111.4,5.0401,-7137.15,8802.72,-13886.9,-2102.47,49.51,41.4334,51.868,
pdbbind,refined,1gnn,guest-ligand,-1.04217074,NA,NA,NA,-259.1,-14.49,-137.6,-112,4.9856,-17476.34,-1713.739,-13817.95,-1994,49.556,-17695.918,-1801.5031,-13974,-1968,47.833,-7343.157,8577.5,-13974,-1994,47.833,-290.2,-46.12,-137.6,-111.4,4.9856,-7163.63,8623.61,-13818,-2018.85,49.56,37.3989,39.522,
pdbbind,refined,1gno,guest-ligand,-1.224732197,NA,NA,NA,-266.8,-16.08,-144.8,-110.8,4.9223,-17392.68,-1714.408,-13791.26,-1937,49.877,-17610.399,-1800.8952,-13935.73,-1922,48.169,-7222.98,8605.4,-13935.73,-1941,48.169,-290.7,-40.5,-144.8,-110.3,4.9223,-7049.32,8645.91,-13791.3,-1953.84,49.88,46.6328,49.081,
pdbbind,refined,1gpk,guest-ligand,-1.008496745,NA,NA,NA,35.832,-4.717,102.69,-64.51,2.367,-45123.1,-3138.82,-36382.23,-5700,97.992,-45091.466,-3189.945,-36568.79,-5430,97.071,-19870.23,22106,-36568.79,-5505,97.071,-162.2,-201.5,102.69,-65.76,2.367,-19767.5,22307.7,-36382.2,-5790.92,97.99,13.062,-4.198,
pdbbind,refined,1gpn,guest-ligand,-1.121232306,NA,NA,NA,41.681,-6.565,105.74,-59.86,2.3724,-45084.94,-3130.965,-36462.92,-5589,98.108,-45054.619,-3186.2293,-36639.71,-5326,97.159,-19770.52,22173,-36639.71,-5401,97.159,-106.6,-153.9,105.74,-60.84,2.3724,-19721.4,22326.9,-36462.9,-5683.56,98.11,8.7807,-11.36,
pdbbind,refined,1grp,guest-ligand,-0.788234201,NA,NA,NA,-486,-1.795,-47.74,-438.2,1.7023,-77267.25,-8087.596,-59532.09,-9804,156.14,-77732.792,-8101.6011,-59267.24,-10520,155.9,-30093.44,39699,-59267.24,-10681,155.9,-221.9,269.24,-47.74,-445.1,1.7023,-29901.2,39429.6,-59532.1,-9954.82,156.1,17.4499,20.458,
pdbbind,refined,1gu1,guest-ligand,-0.905107196,NA,NA,NA,-220.6,-0.691,-131.5,-90.12,1.6367,-153443.5,-17926.01,-106357.6,-29438,277.86,-153689.35,-17952.678,-106089,-29925,277.44,-69309.23,66562,-106089,-30060,277.44,-22.27,196.55,-131.5,-89,1.6367,-69298,66365.9,-106358,-29584.2,277.9,-14.937,-25.25,
pdbbind,refined,1gvw,guest-ligand,-1.164107685,NA,NA,NA,-214.3,-16.17,-94.42,-109,5.3067,-27368.86,-2065.441,-20757.31,-4614,67.544,-27478.725,-2161.8005,-21294.45,-4088,65.748,-8620.872,16808,-21294.45,-4201,65.748,-329.9,-132.9,-94.42,-107.9,5.3067,-8380.95,16941.3,-20757.3,-4632.51,67.54,9.7885,104.435,
